,TF-IDF
на,0.3625632407104129
не,0.32835916139810983
что,0.2907346741545764
это,0.2633714107047339
для,0.24284896311735205
по,0.19154284414889738
мы,0.17102039656151552
но,0.13681631724921242
должны,0.12313468552429119
уже,0.11971427759306087
россии,0.11629386966183056
страны,0.10603264586813962
как,0.09919183000567901
года,0.08893060621198808
то,0.08893060621198808
за,0.08893060621198808
федерации,0.08551019828075776
все,0.08551019828075776
при,0.08551019828075776
этом,0.08208979034952746
их,0.08208979034952746
нужно,0.08208979034952746
граждан,0.07524897448706683
только,0.07524897448706683
всех,0.07182856655583653
чтобы,0.07182856655583653
уважаемые,0.07182856655583653
году,0.07182856655583653
быть,0.06840815862460621
коллеги,0.06840815862460621
так,0.06840815862460621
которые,0.0649877506933759
считаю,0.0649877506933759
том,0.061567342762145594
его,0.061567342762145594
от,0.061567342762145594
будет,0.061567342762145594
или,0.061567342762145594
сегодня,0.05814693483091528
нас,0.05814693483091528
семьи,0.05814693483091528
более,0.05814693483091528
связи,0.05472652689968497
конституции,0.05472652689968497
этой,0.05472652689968497
они,0.05130611896845466
еще,0.05130611896845466
также,0.05130611896845466
до,0.047885711037224346
сделать,0.047885711037224346
прошу,0.047885711037224346
во,0.047885711037224346
предлагаю,0.047885711037224346
есть,0.047885711037224346
сейчас,0.047885711037224346
людей,0.047885711037224346
конечно,0.047885711037224346
больше,0.04446530310599404
развития,0.04446530310599404
детей,0.04446530310599404
жизни,0.04446530310599404
здесь,0.04446530310599404
ребенка,0.04446530310599404
именно,0.04446530310599404
тем,0.04446530310599404
хочу,0.04104489517476373
этого,0.04104489517476373
тех,0.04104489517476373
бы,0.04104489517476373
всего,0.04104489517476373
правительства,0.04104489517476373
причем,0.037624487243533414
такой,0.037624487243533414
нам,0.037624487243533414
власти,0.037624487243533414
россия,0.037624487243533414
где,0.037624487243533414
значит,0.037624487243533414
же,0.034204079312303105
даже,0.034204079312303105
лет,0.034204079312303105
регионов,0.034204079312303105
рублей,0.034204079312303105
решения,0.034204079312303105
может,0.034204079312303105
ее,0.034204079312303105
создать,0.034204079312303105
могут,0.034204079312303105
наших,0.034204079312303105
время,0.034204079312303105
государственной,0.034204079312303105
тысяч,0.030783671381072797
ни,0.030783671381072797
очень,0.030783671381072797
люди,0.030783671381072797
когда,0.030783671381072797
перед,0.030783671381072797
ответственность,0.030783671381072797
да,0.030783671381072797
если,0.030783671381072797
российской,0.030783671381072797
поддержки,0.030783671381072797
будут,0.030783671381072797
нашей,0.030783671381072797
внимание,0.030783671381072797
из,0.030783671381072797
выплаты,0.030783671381072797
должен,0.030783671381072797
чем,0.027363263449842485
прежде,0.027363263449842485
вы,0.027363263449842485
человека,0.027363263449842485
нельзя,0.027363263449842485
систему,0.027363263449842485
правительство,0.027363263449842485
кто,0.027363263449842485
общества,0.027363263449842485
потому,0.027363263449842485
процентов,0.027363263449842485
свою,0.027363263449842485
просто,0.027363263449842485
вопрос,0.027363263449842485
работу,0.027363263449842485
стране,0.027363263449842485
менее,0.027363263449842485
было,0.027363263449842485
надо,0.027363263449842485
этот,0.027363263449842485
2021,0.027363263449842485
всей,0.027363263449842485
2020,0.027363263449842485
числе,0.027363263449842485
семья,0.027363263449842485
здравоохранения,0.023942855518612173
обеспечить,0.023942855518612173
работы,0.023942855518612173
возможность,0.023942855518612173
раз,0.023942855518612173
получить,0.023942855518612173
безусловно,0.023942855518612173
государства,0.023942855518612173
территории,0.023942855518612173
мест,0.023942855518612173
необходимым,0.023942855518612173
должна,0.023942855518612173
подчеркнуть,0.023942855518612173
такие,0.023942855518612173
роль,0.023942855518612173
почти,0.023942855518612173
право,0.023942855518612173
повторю,0.023942855518612173
случае,0.023942855518612173
закрепить,0.023942855518612173
семей,0.023942855518612173
доходы,0.023942855518612173
происходит,0.020522447587381865
особенно,0.020522447587381865
вместе,0.020522447587381865
изменения,0.020522447587381865
себя,0.020522447587381865
должно,0.020522447587381865
сфере,0.020522447587381865
он,0.020522447587381865
включая,0.020522447587381865
возможности,0.020522447587381865
условия,0.020522447587381865
минимума,0.020522447587381865
мире,0.020522447587381865
федерального,0.020522447587381865
своей,0.020522447587381865
десятилетия,0.020522447587381865
тоже,0.020522447587381865
страна,0.020522447587381865
развитие,0.020522447587381865
интернет,0.020522447587381865
второго,0.020522447587381865
решение,0.020522447587381865
стать,0.020522447587381865
об,0.020522447587381865
нашего,0.020522447587381865
каждого,0.020522447587381865
хорошо,0.020522447587381865
после,0.020522447587381865
президента,0.020522447587381865
января,0.020522447587381865
эту,0.020522447587381865
поэтому,0.020522447587381865
целом,0.020522447587381865
необходимо,0.017102039656151553
них,0.017102039656151553
такая,0.017102039656151553
постоянно,0.017102039656151553
подчеркну,0.017102039656151553
однако,0.017102039656151553
со,0.017102039656151553
прямо,0.017102039656151553
федеральному,0.017102039656151553
некоторые,0.017102039656151553
качества,0.017102039656151553
между,0.017102039656151553
были,0.017102039656151553
детьми,0.017102039656151553
регионах,0.017102039656151553
она,0.017102039656151553
федеральных,0.017102039656151553
председателя,0.017102039656151553
тогда,0.017102039656151553
важно,0.017102039656151553
получать,0.017102039656151553
эти,0.017102039656151553
который,0.017102039656151553
эта,0.017102039656151553
сказал,0.017102039656151553
системы,0.017102039656151553
система,0.017102039656151553
доходами,0.017102039656151553
думы,0.017102039656151553
обращаю,0.017102039656151553
тысячи,0.017102039656151553
задачи,0.017102039656151553
часто,0.017102039656151553
закон,0.017102039656151553
мало,0.017102039656151553
регионы,0.017102039656151553
которых,0.017102039656151553
рождении,0.017102039656151553
годы,0.017102039656151553
проекты,0.017102039656151553
через,0.017102039656151553
поддержать,0.017102039656151553
требует,0.017102039656151553
хотел,0.017102039656151553
требования,0.017102039656151553
предстоит,0.017102039656151553
знаете,0.017102039656151553
социальной,0.017102039656151553
государство,0.017102039656151553
бизнеса,0.017102039656151553
изменений,0.017102039656151553
прожиточного,0.017102039656151553
наша,0.017102039656151553
положение,0.013681631724921242
субъектах,0.013681631724921242
речь,0.013681631724921242
поддержку,0.013681631724921242
доходов,0.013681631724921242
трех,0.013681631724921242
предусмотреть,0.013681631724921242
середине,0.013681631724921242
народа,0.013681631724921242
число,0.013681631724921242
граждане,0.013681631724921242
убежден,0.013681631724921242
будем,0.013681631724921242
всю,0.013681631724921242
повышения,0.013681631724921242
сказать,0.013681631724921242
далее,0.013681631724921242
того,0.013681631724921242
ресурсы,0.013681631724921242
региональные,0.013681631724921242
наши,0.013681631724921242
много,0.013681631724921242
результат,0.013681631724921242
шаг,0.013681631724921242
жизнь,0.013681631724921242
начать,0.013681631724921242
человек,0.013681631724921242
регионе,0.013681631724921242
своих,0.013681631724921242
свой,0.013681631724921242
говорил,0.013681631724921242
бюджета,0.013681631724921242
действительно,0.013681631724921242
поколений,0.013681631724921242
школах,0.013681631724921242
меры,0.013681631724921242
национального,0.013681631724921242
школы,0.013681631724921242
новые,0.013681631724921242
руководители,0.013681631724921242
могли,0.013681631724921242
права,0.013681631724921242
находится,0.013681631724921242
главное,0.013681631724921242
смысл,0.013681631724921242
задач,0.013681631724921242
какими,0.013681631724921242
социальных,0.013681631724921242
собранию,0.013681631724921242
обязательно,0.013681631724921242
проблем,0.013681631724921242
потенциал,0.013681631724921242
цели,0.013681631724921242
программу,0.013681631724921242
вновь,0.013681631724921242
социальные,0.013681631724921242
проект,0.013681631724921242
оставаться,0.013681631724921242
социального,0.013681631724921242
органов,0.013681631724921242
инфраструктуру,0.013681631724921242
помощи,0.013681631724921242
помощь,0.013681631724921242
собой,0.013681631724921242
зале,0.013681631724921242
инвестиций,0.013681631724921242
конституционного,0.013681631724921242
пять,0.013681631724921242
современных,0.013681631724921242
последние,0.013681631724921242
отечественной,0.013681631724921242
взять,0.013681631724921242
впервые,0.013681631724921242
каждый,0.013681631724921242
идет,0.013681631724921242
зависит,0.013681631724921242
процента,0.013681631724921242
совета,0.013681631724921242
имею,0.013681631724921242
объеме,0.013681631724921242
учетом,0.013681631724921242
работать,0.013681631724921242
виду,0.013681631724921242
контракта,0.013681631724921242
многие,0.010261223793690932
здравоохранении,0.010261223793690932
инфляция,0.010261223793690932
многих,0.010261223793690932
пор,0.010261223793690932
чьи,0.010261223793690932
демографии,0.010261223793690932
демографического,0.010261223793690932
десять,0.010261223793690932
сталкивается,0.010261223793690932
поправок,0.010261223793690932
использовать,0.010261223793690932
технологических,0.010261223793690932
самых,0.010261223793690932
итогам,0.010261223793690932
создали,0.010261223793690932
стал,0.010261223793690932
кредита,0.010261223793690932
можно,0.010261223793690932
знаю,0.010261223793690932
послание,0.010261223793690932
наладить,0.010261223793690932
идти,0.010261223793690932
наконец,0.010261223793690932
россией,0.010261223793690932
под,0.010261223793690932
подготовки,0.010261223793690932
труда,0.010261223793690932
дальнейшем,0.010261223793690932
три,0.010261223793690932
поддержка,0.010261223793690932
роста,0.010261223793690932
средства,0.010261223793690932
порядок,0.010261223793690932
каждой,0.010261223793690932
сразу,0.010261223793690932
ряд,0.010261223793690932
среднем,0.010261223793690932
интересах,0.010261223793690932
двумя,0.010261223793690932
средств,0.010261223793690932
значение,0.010261223793690932
декабря,0.010261223793690932
молодых,0.010261223793690932
мне,0.010261223793690932
капитал,0.010261223793690932
свои,0.010261223793690932
других,0.010261223793690932
счет,0.010261223793690932
материнского,0.010261223793690932
материнский,0.010261223793690932
экономики,0.010261223793690932
экономику,0.010261223793690932
сферах,0.010261223793690932
доступ,0.010261223793690932
2024,0.010261223793690932
сентября,0.010261223793690932
доход,0.010261223793690932
этих,0.010261223793690932
людям,0.010261223793690932
31,0.010261223793690932
консультаций,0.010261223793690932
каждом,0.010261223793690932
90,0.010261223793690932
ситуации,0.010261223793690932
75,0.010261223793690932
судей,0.010261223793690932
ситуация,0.010261223793690932
617,0.010261223793690932
лекарств,0.010261223793690932
скажу,0.010261223793690932
контроль,0.010261223793690932
которой,0.010261223793690932
субъектов,0.010261223793690932
которым,0.010261223793690932
сколько,0.010261223793690932
политику,0.010261223793690932
законодательства,0.010261223793690932
помочь,0.010261223793690932
международного,0.010261223793690932
своим,0.010261223793690932
согласен,0.010261223793690932
становится,0.010261223793690932
какие,0.010261223793690932
которыми,0.010261223793690932
детям,0.010261223793690932
практически,0.010261223793690932
деятельности,0.010261223793690932
безопасности,0.010261223793690932
практике,0.010261223793690932
министров,0.010261223793690932
пока,0.010261223793690932
без,0.010261223793690932
кардинально,0.010261223793690932
миллионов,0.010261223793690932
банка,0.010261223793690932
теперь,0.010261223793690932
механизм,0.010261223793690932
текущего,0.010261223793690932
школу,0.010261223793690932
аплодисменты,0.010261223793690932
должности,0.010261223793690932
должность,0.010261223793690932
школьников,0.010261223793690932
2000,0.010261223793690932
такого,0.010261223793690932
дополнительные,0.010261223793690932
думаю,0.010261223793690932
проблемы,0.010261223793690932
ускорить,0.010261223793690932
уровня,0.010261223793690932
одного,0.010261223793690932
период,0.010261223793690932
возрасте,0.010261223793690932
федеральные,0.010261223793690932
реализация,0.010261223793690932
ввп,0.010261223793690932
означает,0.010261223793690932
условиях,0.010261223793690932
очередь,0.010261223793690932
была,0.010261223793690932
нет,0.010261223793690932
оценкам,0.010261223793690932
принципы,0.010261223793690932
войны,0.010261223793690932
ребенок,0.010261223793690932
великой,0.010261223793690932
уровне,0.010261223793690932
регионального,0.010261223793690932
регионам,0.010261223793690932
приняли,0.010261223793690932
независимость,0.010261223793690932
резервы,0.010261223793690932
профессии,0.010261223793690932
будущему,0.010261223793690932
ценности,0.010261223793690932
нашему,0.010261223793690932
новой,0.010261223793690932
центров,0.010261223793690932
президент,0.010261223793690932
объединений,0.010261223793690932
педагогов,0.010261223793690932
приема,0.010261223793690932
всегда,0.010261223793690932
вас,0.010261223793690932
обществе,0.010261223793690932
общественных,0.010261223793690932
общество,0.010261223793690932
вторых,0.010261223793690932
врачей,0.010261223793690932
части,0.010261223793690932
образом,0.010261223793690932
размер,0.010261223793690932
образования,0.010261223793690932
один,0.010261223793690932
вперед,0.010261223793690932
работе,0.010261223793690932
работают,0.010261223793690932
работа,0.010261223793690932
фактически,0.010261223793690932
обязанность,0.010261223793690932
обеспечения,0.010261223793690932
обязаны,0.010261223793690932
рамках,0.010261223793690932
выйти,0.010261223793690932
часть,0.010261223793690932
новых,0.010261223793690932
нашем,0.010261223793690932
обучения,0.010261223793690932
направлениям,0.010261223793690932
наступающего,0.010261223793690932
уважения,0.010261223793690932
уверен,0.010261223793690932
увеличивать,0.010261223793690932
видим,0.010261223793690932
внедрять,0.010261223793690932
основной,0.010261223793690932
основе,0.010261223793690932
внести,0.010261223793690932
государственного,0.010261223793690932
проектов,0.010261223793690932
большие,0.010261223793690932
представлению,0.010261223793690932
угрозы,0.010261223793690932
национальные,0.010261223793690932
ответственности,0.010261223793690932
главы,0.010261223793690932
программа,0.010261223793690932
нами,0.010261223793690932
большую,0.010261223793690932
будущего,0.010261223793690932
наш,0.010261223793690932
населения,0.010261223793690932
вклад,0.010261223793690932
иначе,0.006840815862460621
пяти,0.006840815862460621
проблема,0.006840815862460621
конца,0.006840815862460621
которого,0.006840815862460621
сложной,0.006840815862460621
работает,0.006840815862460621
ответить,0.006840815862460621
сложных,0.006840815862460621
инвестиционный,0.006840815862460621
пятое,0.006840815862460621
конституция,0.006840815862460621
союза,0.006840815862460621
пакета,0.006840815862460621
следующее,0.006840815862460621
конституционных,0.006840815862460621
сложный,0.006840815862460621
получит,0.006840815862460621
обязанностей,0.006840815862460621
исследовательской,0.006840815862460621
потерять,0.006840815862460621
принимать,0.006840815862460621
сих,0.006840815862460621
ради,0.006840815862460621
общем,0.006840815862460621
почему,0.006840815862460621
парламентом,0.006840815862460621
культурно,0.006840815862460621
отечественного,0.006840815862460621
парламентариев,0.006840815862460621
крупных,0.006840815862460621
проблемам,0.006840815862460621
крупные,0.006840815862460621
отдельные,0.006840815862460621
программам,0.006840815862460621
кроме,0.006840815862460621
критически,0.006840815862460621
крайне,0.006840815862460621
коэффициент,0.006840815862460621
обществу,0.006840815862460621
общие,0.006840815862460621
иметь,0.006840815862460621
программой,0.006840815862460621
специальности,0.006840815862460621
примерно,0.006840815862460621
ограничения,0.006840815862460621
снижение,0.006840815862460621
огромная,0.006840815862460621
профессионального,0.006840815862460621
первичном,0.006840815862460621
каких,0.006840815862460621
прошлого,0.006840815862460621
интересы,0.006840815862460621
понимаю,0.006840815862460621
порядке,0.006840815862460621
принятии,0.006840815862460621
оценивать,0.006840815862460621
инфраструктуры,0.006840815862460621
иных,0.006840815862460621
соответствующих,0.006840815862460621
принятие,0.006840815862460621
понятно,0.006840815862460621
сможем,0.006840815862460621
соответствующий,0.006840815862460621
оплаты,0.006840815862460621
каждая,0.006840815862460621
кабинета,0.006840815862460621
определяет,0.006840815862460621
определять,0.006840815862460621
историю,0.006840815862460621
сообщество,0.006840815862460621
историческая,0.006840815862460621
исполнительной,0.006840815862460621
истории,0.006840815862460621
поправки,0.006840815862460621
современное,0.006840815862460621
кандидатуры,0.006840815862460621
прошлом,0.006840815862460621
капитала,0.006840815862460621
компания,0.006840815862460621
отношению,0.006840815862460621
опыт,0.006840815862460621
прямой,0.006840815862460621
прямое,0.006840815862460621
количество,0.006840815862460621
коем,0.006840815862460621
прямого,0.006840815862460621
продолжительность,0.006840815862460621
особой,0.006840815862460621
ключевой,0.006840815862460621
интересами,0.006840815862460621
собранием,0.006840815862460621
одну,0.006840815862460621
прирост,0.006840815862460621
особенности,0.006840815862460621
квалификации,0.006840815862460621
приоритетном,0.006840815862460621
советом,0.006840815862460621
советского,0.006840815862460621
основу,0.006840815862460621
касается,0.006840815862460621
принцип,0.006840815862460621
основных,0.006840815862460621
капиталу,0.006840815862460621
повышение,0.006840815862460621
серьезно,0.006840815862460621
первое,0.006840815862460621
обучение,0.006840815862460621
превышают,0.006840815862460621
мнению,0.006840815862460621
планов,0.006840815862460621
президентом,0.006840815862460621
нашим,0.006840815862460621
своевременно,0.006840815862460621
свободы,0.006840815862460621
подходы,0.006840815862460621
предложения,0.006840815862460621
изменить,0.006840815862460621
подумать,0.006840815862460621
наше,0.006840815862460621
можем,0.006840815862460621
начиная,0.006840815862460621
самым,0.006840815862460621
недостаточно,0.006840815862460621
позволяет,0.006840815862460621
преимущество,0.006840815862460621
минимум,0.006840815862460621
механизмы,0.006840815862460621
миллиардов,0.006840815862460621
миллиона,0.006840815862460621
питание,0.006840815862460621
ниже,0.006840815862460621
правовые,0.006840815862460621
показатель,0.006840815862460621
необходимости,0.006840815862460621
реальных,0.006840815862460621
мира,0.006840815862460621
несут,0.006840815862460621
несмотря,0.006840815862460621
мировых,0.006840815862460621
питанием,0.006840815862460621
самый,0.006840815862460621
результатов,0.006840815862460621
самые,0.006840815862460621
называемые,0.006840815862460621
победы,0.006840815862460621
назначение,0.006840815862460621
россию,0.006840815862460621
решить,0.006840815862460621
например,0.006840815862460621
российского,0.006840815862460621
подать,0.006840815862460621
рост,0.006840815862460621
называемых,0.006840815862460621
рождений,0.006840815862460621
направление,0.006840815862460621
напомню,0.006840815862460621
родители,0.006840815862460621
налоговые,0.006840815862460621
решению,0.006840815862460621
назад,0.006840815862460621
мониторинга,0.006840815862460621
национальных,0.006840815862460621
начале,0.006840815862460621
самое,0.006840815862460621
самого,0.006840815862460621
провести,0.006840815862460621
сами,0.006840815862460621
ряде,0.006840815862460621
предложил,0.006840815862460621
предоставляться,0.006840815862460621
предоставлять,0.006840815862460621
национальную,0.006840815862460621
национальном,0.006840815862460621
национальной,0.006840815862460621
руководство,0.006840815862460621
наций,0.006840815862460621
месяц,0.006840815862460621
реального,0.006840815862460621
сделает,0.006840815862460621
людях,0.006840815862460621
рождаемости,0.006840815862460621
полномочий,0.006840815862460621
полном,0.006840815862460621
полной,0.006840815862460621
образование,0.006840815862460621
размере,0.006840815862460621
оборудовать,0.006840815862460621
сети,0.006840815862460621
максимально,0.006840815862460621
оборудование,0.006840815862460621
разному,0.006840815862460621
обновление,0.006840815862460621
малого,0.006840815862460621
политической,0.006840815862460621
серьезные,0.006840815862460621
сеть,0.006840815862460621
семи,0.006840815862460621
системе,0.006840815862460621
половина,0.006840815862460621
обсуждение,0.006840815862460621
ситуацией,0.006840815862460621
развиваться,0.006840815862460621
полный,0.006840815862460621
полномочия,0.006840815862460621
лицам,0.006840815862460621
силовых,0.006840815862460621
развитием,0.006840815862460621
сильной,0.006840815862460621
первых,0.006840815862460621
логика,0.006840815862460621
обращаюсь,0.006840815862460621
лучше,0.006840815862460621
семье,0.006840815862460621
маме,0.006840815862460621
местного,0.006840815862460621
поколениям,0.006840815862460621
менять,0.006840815862460621
правда,0.006840815862460621
новом,0.006840815862460621
переходить,0.006840815862460621
себе,0.006840815862460621
расходы,0.006840815862460621
мер,0.006840815862460621
полагаю,0.006840815862460621
мера,0.006840815862460621
мере,0.006840815862460621
расширять,0.006840815862460621
реализации,0.006840815862460621
низкими,0.006840815862460621
местах,0.006840815862460621
новый,0.006840815862460621
полагают,0.006840815862460621
разных,0.006840815862460621
обеспечены,0.006840815862460621
препаратов,0.006840815862460621
разрешения,0.006840815862460621
селах,0.006840815862460621
сектора,0.006840815862460621
политических,0.006840815862460621
разумеется,0.006840815862460621
материнскому,0.006840815862460621
международных,0.006840815862460621
материнства,0.006840815862460621
политические,0.006840815862460621
появляется,0.006840815862460621
прав,0.006840815862460621
нормой,0.006840815862460621
рассмотрение,0.006840815862460621
само,0.006840815862460621
11,0.006840815862460621
сферы,0.006840815862460621
цифры,0.006840815862460621
быстро,0.006840815862460621
городах,0.006840815862460621
забывать,0.006840815862460621
бюджетной,0.006840815862460621
федеральным,0.006840815862460621
строительства,0.006840815862460621
строительстве,0.006840815862460621
жительство,0.006840815862460621
городов,0.006840815862460621
горячее,0.006840815862460621
горячим,0.006840815862460621
бюджетных,0.006840815862460621
возможным,0.006840815862460621
государственные,0.006840815862460621
быстрее,0.006840815862460621
государственный,0.006840815862460621
субъекте,0.006840815862460621
суверенитет,0.006840815862460621
воздуха,0.006840815862460621
суверенитета,0.006840815862460621
суда,0.006840815862460621
готовы,0.006840815862460621
